Item Name,Cuisine,Course,Nutritional Profile,Preparation Method,Spiciness Level,Vegan/Vegetarian/Contains-Egg/Non-Veg,Allergens,Flavor Profile,Dietary Restrictions
Kathiyawadi Shaak Recipe,"Gujarati, Indian",Main Course,Vegetarian,Spicy Vegetable Curry (Shaak) from Kathiyawad,Spicy,Vegetarian,-,"Spicy, Flavorful",-
Pudalangai Thogayal Recipe (Snake Gourd Chutney Recipe),South Indian,Condiment,Vegetarian,Chutney with Snake Gourd (Pudalangai),Spicy,Vegetarian,-,"Spicy, Tangy",-
Creamy Sweet Corn And Jalapeno Dip Recipe,Multicultural,Appetizer,Vegetarian,Creamy Dip with Sweet Corn and Jalapeno,Spicy,Vegetarian,Dairy,"Creamy, Spicy",Dairy Allergy
Bangkok Coconut Curry Noodle Bowl Recipe,Thai,Main Course,Vegetarian,Coconut Curry Noodle Bowl,Spicy,Vegetarian,-,"Spicy, Coconutty",-
Rajasthani Dal Muthia Recipe,"Rajasthani, Indian",Main Course,"Vegetarian, Protein Rich",Lentil Curry with Dumplings (Muthia),Spicy,Vegetarian,-,"Spicy, Comforting",-
Dill Leaves & Parmesan Dip Recipe,Multicultural,Condiment,Vegetarian,Dip with Dill Leaves and Parmesan Cheese,-,Vegetarian,Dairy,"Creamy, Herby",Dairy Allergy
Healthy Eggless Date Squares Recipe,Multicultural,Dessert,"Vegetarian, Healthy",Date Squares with Oats and Nuts,-,Vegetarian,Nuts,"Sweet, Nutty",Nut Allergy
Granola Yogurt Parfait Recipe with Fresh Kiwi & Pomegranates,Multicultural,Dessert,"Vegetarian, Healthy","Parfait with Granola, Yogurt, Kiwi, and Pomegranates",-,Vegetarian,Dairy,"Sweet, Fruity",Dairy Allergy
High Fiber Oat And Orange Coconut Parfait Recipe,Multicultural,Dessert,"Vegetarian, Healthy","Parfait with Oats, Orange, and Coconut",-,Vegetarian,Dairy,"Sweet, Citrusy",Dairy Allergy
Dosakaya Pappu Recipe-Andhra Style Yellow Cucumber Dal,"Andhra, South Indian",Main Course,Vegetarian,Lentil Curry with Yellow Cucumber (Dosakaya),Spicy,Vegetarian,-,"Spicy, Tangy",-
Manganem Recipe - Goan Style Chana Dal Payasam,"Goan, Indian",Dessert,"Vegetarian, Protein Rich",Chana Dal Payasam (Kheer) in Goan Style,-,Vegetarian,Dairy,"Sweet, Nutty",Dairy Allergy
Bhogichi Bhaji Recipe (Bhogichi Bhaji Recipe),"Maharashtrian, Indian",Side Dish,Vegetarian,Mixed Vegetable Stir Fry (Bhogichi Bhaji),Spicy,Vegetarian,-,"Spicy, Flavorful",-
Rose Flavoured Golden Almond Milk Recipe - Badam Doodh,Multicultural,Beverage,"Vegetarian, Healthy",Almond Milk with Rose Flavor,-,Vegetarian,Nuts,"Floral, Nutty",Nut Allergy
Dal Tadka Recipe - Dal Tadka Recipe Flavored With Lemon And Coriander,Indian,Main Course,"Vegetarian, Protein Rich",Tadka Dal with Lemon and Coriander,Spicy,Vegetarian,-,"Spicy, Tangy",-
Chicken Crepe Lasagne Recipe,"Italian, Fusion",Main Course,"Non-Veg, Protein Rich",Fusion of Crepes and Lasagna with Chicken,-,Non-Veg,Poultry,"Savory, Comforting",Poultry Allergy
Drumstick Spinach Fry With Moong Dal Recipe,South Indian,Side Dish,Vegetarian,"Stir Fry with Drumsticks, Spinach, and Moong Dal",Spicy,Vegetarian,-,"Spicy, Healthy",-
Irish Barmbrack Recipe,Irish,Dessert,Vegetarian,Traditional Irish Fruit Bread (Barmbrack),-,Vegetarian,Gluten,"Sweet, Fruity",Gluten Allergy
Kumro Patai Ilish Paturi Recipe - Hilsa Fish In Pumpkin Leaves,"Bengali, Indian",Main Course,"Non-Veg, Protein Rich",Hilsa Fish (Ilish) Cooked in Pumpkin Leaves (Kumro Patai),Spicy,Non-Veg,Fish,"Spicy, Flavorful",Fish Allergy
Goan Mushroom Xacuti Recipe,"Goan, Indian",Main Course,Vegetarian,Mushroom Curry with Xacuti Masala (Spice Mix),Spicy,Vegetarian,-,"Spicy, Flavorful",-
Chocolate Coconut Pistachio Bites Recipe (Paleo & Vegan),Multicultural,Dessert,"Vegan, Paleo","Bites with Chocolate, Coconut, and Pistachios",-,Vegan,Nuts,"Chocolatey, Nutty",Nut Allergy
Spinach Watermelon Salad Recipe With Walnuts,Multicultural,Salad,Vegetarian,"Salad with Spinach, Watermelon, and Walnuts",-,Vegetarian,Nuts,"Fresh, Nutty",Nut Allergy
Dondakkai Puli Curry Recipe,South Indian,Side Dish,Vegetarian,Tamarind-Based Curry with Ivy Gourd (Dondakkai),Spicy,Vegetarian,-,"Spicy, Tangy",-
Corn Stuffed Paratha Recipe,"North Indian, Indian",Bread,Vegetarian,Paratha with Corn Stuffing,Spicy,Vegetarian,-,"Spicy, Comforting",-
Kongunadu Urulai Kurma Recipe (Curried Potatoes from Kongunadu),South Indian,Main Course,Vegetarian,Potato Curry in Kongunadu Style Kurma,Spicy,Vegetarian,-,"Spicy, Flavorful",-
Vietnamese Style Vegetarian Spring Rolls Recipe With Peanut Dipping Sauce,Vietnamese,Appetizer,Vegetarian,Spring Rolls with Peanut Dipping Sauce,-,Vegetarian,"Peanuts, Soy","Fresh, Nutty","Peanut, Soy Allergy"
Coconut Coconut Chili Powder Recipe - Mr. Coconut Chutney Bodi,Multicultural,Condiment,Vegan,Coconut Chutney Bodi with Chili Powder,Spicy,Vegan,-,"Spicy, Coconutty",-
Kerala Style Beetroot Pachadi (Recipe In Hindi),"Kerala, Indian",Condiment,Vegetarian,Beetroot Chutney (Pachadi) with Kerala Style Flavors,Spicy,Vegetarian,-,"Spicy, Tangy",-
Puli Koozh Recipe - Rice Flour Porridge In Tamarind,South Indian,Dessert,Vegetarian,Rice Flour Porridge (Koozh) with Tamarind,-,Vegetarian,-,"Tangy, Comforting",-
Okra Idli Recipe (Ladyfinger Idli),South Indian,Breakfast,Vegetarian,Idli Steamed with Okra (Ladyfinger),-,Vegetarian,-,"Soft, Steamed",-
Hoisin Tofu & Mushroom Stir Fry with homemade Hoisin Sauce Recipe,"Chinese, Fusion",Main Course,Vegan,Stir Fry with Tofu and Mushrooms in Homemade Hoisin Sauce,Spicy,Vegan,-,"Spicy, Umami",-
Mango Orange Recipe,Want semolina lighter,Mango Shir,Multicultural,Beverage,"Vegetarian, Healthy",Semolina-Based Mango and Orange Drink (Mango Shir),-,Vegetarian,"Sweet, Fruity"
Thai Roasted Vegetables with Peanut Coconut Sauce Recipe,Thai,Main Course,Vegetarian,Roasted Vegetables with Peanut Coconut Sauce,Spicy,Vegetarian,"Peanuts, Coconut","Spicy, Coconutty",Peanut Allergy
Thai Coconut Garlic Rice Recipe,Thai,Main Course,Vegetarian,Coconut Garlic Flavored Rice,-,Vegetarian,-,"Creamy, Aromatic",-
Sakkare Achhu Recipe (Festive Sugar Figurines),"Karnataka, Indian",Dessert,Vegetarian,Sugar Figurines (Achhu) for Festivals,-,Vegetarian,-,"Sweet, Festive",-
Soya Pilaf / Pulav Recipe,Multicultural,Main Course,"Vegan, Protein Rich",Pulao with Soya Chunks and Vegetables,Spicy,Vegan,-,"Spicy, Savory",-
Vegetarian Grilled Gyros Recipe,"Greek, Fusion",Main Course,Vegetarian,Gyros with Grilled Vegetables,-,Vegetarian,-,"Savory, Grilled",-
Andhra Style Kakarakaya Vepudu Recipe - Bitter Gourd Stir Fry,"Andhra, South Indian",Side Dish,Vegetarian,Stir Fry with Bitter Gourd (Kakarakaya),Spicy,Vegetarian,-,"Spicy, Bitter",-
Buttered Mashed Potatoes - For Babies Over 7 months,Multicultural,Side Dish,Vegetarian,Mashed Potatoes for Babies Over 7 months,-,Vegetarian,Dairy,"Creamy, Mild",Dairy Allergy
Besan Aur Pyaz Ka Cheela Recipe - Roz Ka Khana With Figaro Olive Oil,North Indian,Snack,Vegetarian,Savory Pancakes with Gram Flour and Onions,Spicy,Vegetarian,-,"Spicy, Savory",-
Vazhaithandu Mor Kootu Recipe (Tamil Nadu Style Banana Stem Recipe),South Indian,Main Course,Vegetarian,Curry with Banana Stem (Vazhaithandu),Spicy,Vegetarian,-,"Spicy, Comforting",-
Restaurant Style Chicken 65 Recipe,South Indian,Appetizer,"Non-Veg, Protein Rich",Spicy Fried Chicken (Chicken 65),Spicy,Non-Veg,Poultry,"Spicy, Crispy",Poultry Allergy
Spicy Mexican Layered Chilli Rice Recipe,"Mexican, Fusion",Main Course,Vegetarian,Layered Rice with Spicy Chili,Spicy,Vegetarian,-,"Spicy, Flavorful",-
Millet Pea Khichdi (Gluten Free Breakfast Recipe),Multicultural,Breakfast,Vegetarian,Khichdi with Millets and Peas,-,Vegetarian,-,"Comforting, Healthy",Gluten Allergy
Quinoa With Grilled Zucchini & Chickpea Recipe,Multicultural,Main Course,Vegetarian,Quinoa Salad with Grilled Zucchini and Chickpeas,-,Vegetarian,-,"Fresh, Nutty",-
Tomato Garlic Chutney (Recipe In Hindi),Indian,Condiment,Vegetarian,Chutney with Tomato and Garlic (Hindi Recipe),Spicy,Vegetarian,-,"Spicy, Tangy",-
Mango Sago Kheer Recipe - Sabudana Kheer With Mangoes,Indian,Dessert,Vegetarian,Sabudana Kheer with Mangoes,-,Vegetarian,Dairy,"Sweet, Mango-flavored",Dairy Allergy
Almond Elachi Kulfi Recipe,Indian,Dessert,"Vegetarian, Nut-based",Kulfi with Almonds and Cardamom (Elachi),-,Vegetarian,Nuts,"Nutty, Aromatic",Nut Allergy
Turmeric Amla Ginger Juice - Indonesian Jamu Recipe,Anti Inflammatory Health Tonic,Indonesian,Beverage,"Vegetarian, Healthy","Health Tonic with Turmeric, Amla, and Ginger",-,Vegetarian,-,Varies
Shorshe Maach Recipe - Mustard Fish Curry,"Bengali, Indian",Main Course,"Non-Veg, Protein Rich",Fish Curry with Mustard Sauce,Spicy,Non-Veg,Fish,"Spicy, Tangy",-
Nagori Puri Recipe - Semolina Puri,"North Indian, Indian",Snack,Vegetarian,Deep-fried Semolina Puri with Spiced Lentil Filling,Spicy,Vegetarian,-,"Spicy, Crispy",-
Sweet Boondi / Meethi Boondi Recipe,Indian,Dessert,"Vegetarian, Sweet",Sweet Fried Gram Flour Droplets,-,Vegetarian,-,"Sweet, Crunchy",-
Sri Lankan Egg Curry Recipe,Sri Lankan,Main Course,"Non-Veg, Protein Rich",Egg Curry with Sri Lankan Flavors,Spicy,Non-Veg,Egg,"Spicy, Flavorful",-
Coorg Style Kulae Puttu Recipe,"Coorg, Indian",Breakfast,"Vegetarian, Healthy",Steamed Rice Cake with Jackfruit and Jaggery,-,Vegetarian,-,"Sweet, Fruity",-
Whole Moong Dal Vada Recipe,Indian,Snack,"Vegetarian, Protein Rich",Deep-fried Lentil Fritters,Spicy,Vegetarian,-,"Spicy, Crispy",-
Palak Matar Recipe - Spinach And Green Peas Curry,"North Indian, Indian",Main Course,"Vegetarian, High in Iron",Spinach and Green Peas Curry,Spicy,Vegetarian,-,"Spicy, Healthy",-
Atar Payesh Recipe - Sitaphal Kheer,"Bengali, Indian",Dessert,"Vegetarian, Sweet",Rice Pudding with Custard Apple,-,Vegetarian,"Dairy, Nuts","Sweet, Fruity","Dairy, Nut Allergy"
Bengali Style Sheem Poshto Recipe - Flat Beans In Poppy Seeds,"Bengali, Indian",Main Course,Vegetarian,Flat Beans Cooked in Poppy Seed Paste,-,Vegetarian,-,"Nutty, Flavorful",-
Tomato Basil Risotto Recipe With Grilled Chicken,Italian,Main Course,"Non-Veg, High in Carbs and Protein","Risotto with Tomato, Basil, and Grilled Chicken",-,Non-Veg,Poultry,"Savory, Creamy",-
Stuffed Corn and Capsicum Paratha Recipe,"North Indian, Indian",Main Course,Vegetarian,Stuffed Paratha with Corn and Capsicum,Spicy,Vegetarian,-,"Spicy, Comforting",-
Kaleji Ka Faal Recipe - Mutton Liver Pepper Fry,"North Indian, Indian",Side Dish,"Non-Veg, High in Protein",Spicy Mutton Liver Pepper Fry,Spicy,Non-Veg,Offal,"Spicy, Flavorful",-
Calzone/ Pocket Pizza/ Mc Puffs Recipe,"Italian, Fusion",Snack,Vegetarian,Stuffed Pizza Pockets,-,Vegetarian,"Dairy, Gluten","Savory, Baked","Dairy, Gluten Allergy"
Besan Barfi Recipe,Indian,Dessert,"Vegetarian, Sweet",Chickpea Flour Fudge (Barfi),-,Vegetarian,Nuts,"Sweet, Nutty",Nut Allergy
Crispy Palak Pakora Recipe - Monsoon Snack,"North Indian, Indian",Snack,Vegetarian,Deep-fried Spinach Fritters,Spicy,Vegetarian,-,"Spicy, Crispy",-
Creamy Mushroom Ravioli Recipe In Mint Mayo Sauce,Italian,Main Course,Vegetarian,Ravioli with Creamy Mushroom Filling and Mint Mayo Sauce,-,Vegetarian,"Dairy, Gluten","Creamy, Savory","Dairy, Gluten Allergy"
Bengali Style Chingri Posto Recipe - Prawns Cooked In Poppy Seed Gravy,"Bengali, Indian",Main Course,"Non-Veg, High in Protein",Prawns Cooked in Poppy Seed Gravy,-,Non-Veg,Shellfish,"Nutty, Flavorful",Shellfish Allergy
Prawn Fritters Recipe (Shrimp Vadai),Indian,Snack,"Non-Veg, High in Protein",Deep-fried Prawn Fritters (Shrimp Vadai),Spicy,Non-Veg,Shellfish,"Spicy, Crispy",Shellfish Allergy
Grape Wright Recipe,Indian,Beverage,Vegetarian,Grape-Based Refreshing Drink,-,Vegetarian,-,"Sweet, Refreshing",-
Mexican Style Vegetable Fajita Recipe,"Mexican, Fusion",Main Course,Vegetarian,Fajitas with Grilled Vegetables,Spicy,Vegetarian,-,"Spicy, Flavorful",-
Awadhi Moong Dal Ki Goli Recipe - Lentil Dumplings In Tomato Gravy,"Awadhi, Indian",Main Course,"Vegetarian, High in Protein",Lentil Dumplings in Tomato Gravy,Spicy,Vegetarian,-,"Spicy, Comforting",-
High Protein Chickpea Potato Hash Brown Recipe,Multicultural,Breakfast,"Vegetarian, High in Protein",Hash Browns with Chickpeas and Potatoes,-,Vegetarian,-,"Savory, Protein-rich",-
Mughalai Shahi Kaju Aloo Ki Sabzi Recipe,"Mughlai, Indian",Main Course,Vegetarian,Cashew and Potato Curry,-,Vegetarian,"Nuts, Dairy","Creamy, Nutty","Nut, Dairy Allergy"
Kasuri Malai Murgh Tikka Recipe,"North Indian, Indian",Appetizer,"Non-Veg, High in Protein",Chicken Tikka with Cream and Kasuri Methi,Spicy,Non-Veg,"Poultry, Dairy","Spicy, Creamy","Poultry, Dairy Allergy"
Baked Penne Pasta With Roasted Peppers In Marinara Sauce Recipe,Italian,Main Course,Vegetarian,Baked Penne Pasta with Roasted Peppers,-,Vegetarian,Dairy,"Savory, Baked",Dairy Allergy
Kodava Ellu Pajji Recipe - Sesame & Tamarind Chutney,"Kodava, Indian",Condiment,Vegetarian,Chutney with Sesame Seeds and Tamarind,Spicy,Vegetarian,-,"Spicy, Tangy",-
Zucchini Pancake Recipe With Tomato Salsa,Multicultural,Breakfast,Vegetarian,Pancakes with Zucchini and Tomato Salsa,-,Vegetarian,-,"Savory, Fresh",-
Fried Artichokes Recipe Flavored With Lemon & Ginger,Multicultural,Snack,Vegetarian,Fried Artichoke Hearts with Lemon and Ginger,-,Vegetarian,-,"Tangy, Crispy",-
One Pot Pressure Cooker Chicken Curry Recipe,Multicultural,Main Course,"Non-Veg, High in Protein",Chicken Curry Cooked in Pressure Cooker,Spicy,Non-Veg,Poultry,"Spicy, Comforting",-
Utanki Recipe - Crispy Rice Crepes,Indian,Snack,Vegetarian,Crispy Rice Crepes with Seasoned Potato Filling,Spicy,Vegetarian,-,"Spicy, Crispy",-
Masala Pav Recipe With Cheese,"Mumbai, Indian",Snack,Vegetarian,Spiced Bread with Cheese,Spicy,Vegetarian,Dairy,"Spicy, Cheesy",Dairy Allergy
Barley Rava Idli Recipe,"South Indian, Indian",Breakfast,"Vegetarian, Healthy",Idli made with Barley Rava,-,Vegetarian,-,"Healthy, Soft",-
Mooli And Moong Dal Sabji Recipe,"North Indian, Indian",Main Course,Vegetarian,Radish and Moong Dal Curry,Spicy,Vegetarian,-,"Spicy, Comforting",-
Mangalorean Chicken Ghee Roast Recipe,"Mangalorean, Indian",Main Course,"Non-Veg, High in Protein",Chicken Roasted with Ghee and Spices,Spicy,Non-Veg,Poultry,"Spicy, Flavorful",-
Karnataka Style Sandige Huli Recipe (Toor dal dumplings in Gravy Recipe),"Karnataka, Indian",Main Course,Vegetarian,Toor Dal Dumplings in Tamarind Gravy,Spicy,Vegetarian,-,"Tangy, Comforting",-
Vegetable Tartlets Recipe,Multicultural,Snack,Vegetarian,Tartlets with Vegetable Filling,-,Vegetarian,"Dairy, Gluten","Savory, Baked","Dairy, Gluten Allergy"
Lu Methi Vegetable Recipe - Own Fangrik Layaves Vegetable,Multicultural,Main Course,Vegetarian,Stir-fried Fenugreek Leaves with Vegetables,Spicy,Vegetarian,-,"Spicy, Comforting",-
Yele Kadubu Recipe With Sweet And Spicy Onion Chutney,"Karnataka, Indian",Snack,Vegetarian,Steamed Rice Dumplings with Sweet and Spicy Chutney,Spicy,Vegetarian,-,"Spicy, Sweet",-
Red Bean Mexican Burrito Bowl Recipe - Roz Ka Khana With Figaro Olive Oil,"Mexican, Fusion",Main Course,Vegetarian,Burrito Bowl with Red Beans and Vegetables,Spicy,Vegetarian,-,"Spicy, Flavorful",-
Mulyachi Bhaji Recipe - Goan Style Mooli Ki Sabzi,"Goan, Indian",Side Dish,Vegetarian,Goan Style Radish Curry (Mooli Ki Sabzi),Spicy,Vegetarian,-,"Spicy, Flavorful",-
Spicy Chickpeas Aloo Salad Chaat Recipe,"North Indian, Indian",Salad,Vegetarian,Spicy Chickpeas and Potato Salad Chaat,Spicy,Vegetarian,-,"Spicy, Tangy",-
Bulgur Wheat Potato Patty Recipe,Multicultural,Snack,Vegetarian,Patties made with Bulgur Wheat and Potatoes,Spicy,Vegetarian,-,"Spicy, Comforting",-
Mujaddara Recipe - Traditional Middle Eastern Rice,Middle Eastern,Main Course,Vegetarian,Rice and Lentil Dish with Caramelized Onions,Spicy,Vegetarian,-,"Savory, Comforting",-
Spinach Corn & Cheese Momo Recipe,"Tibetan, Fusion",Snack,Vegetarian,"Dumplings with Spinach, Corn, and Cheese Filling",Spicy,Vegetarian,Dairy,"Spicy, Cheesy",Dairy Allergy
Beans Matki Bhaji Recipe - Green Beans Moth Beans Sabzi,Indian,Main Course,Vegetarian,Stir-fried Green Beans and Moth Beans Sabzi,Spicy,Vegetarian,-,"Spicy, Comforting",-
Kerala Style Chena Mezhukkupuratty Recipe - Yam Stir Fry,"Kerala, Indian",Side Dish,Vegetarian,Stir-fried Yam (Chena) with Coconut,Spicy,Vegetarian,Coconut,"Spicy, Flavorful",-
Ragi Appam Recipe - A Healthy Twist To The Classic Kerala Appam,"Kerala, Indian",Breakfast,"Vegetarian, Healthy",Appam made with Ragi Flour,-,Vegetarian,-,"Healthy, Soft",-
Vegan Malai Cabbage Recipe,Multicultural,Main Course,"Vegan, Vegetarian",Cabbage Curry in Creamy Coconut Sauce,Spicy,Vegan,Coconut,"Spicy, Creamy",-
Besan Chila Recipe Stuffed with Chatap Paneer,Indian,Breakfast,Vegetarian,Chickpea Flour Pancakes Stuffed with Spiced Cottage Cheese,Spicy,Vegetarian,Dairy,"Spicy, Flavorful",Dairy Allergy
Protein Fingers Recipe,Multicultural,Snack,"Vegetarian, High in Protein",Plant-Based Protein Fingers,-,Vegetarian,-,"Savory, Protein-rich",-
Baked Chevdo Recipe (Chivda Mixture -Tea Time Snack),Multicultural,Snack,"Vegetarian, Baked",Baked mixture of various snacks with spices,Spicy,Vegetarian,Nuts,"Spicy, Crispy",Nut Allergy
Spicy Chettinad Fish Fry Recipe,"Chettinad, Indian",Appetizer,"Non-Veg, High in Protein",Fish marinated with Chettinad spices and deep-fried,Spicy,Non-Veg,Fish,"Spicy, Flavorful",-
Khatti Meethi Palak Khichdi Recipe,"North Indian, Indian",Main Course,Vegetarian,Rice and lentils cooked with spinach and sweet-sour flavors,-,Vegetarian,-,"Sweet, Sour",-
Spaghetti Arrabiata Pasta Recipe - Spicy Italian Pasta,Italian,Main Course,Vegetarian,Spaghetti with a spicy tomato-based sauce,Spicy,Vegetarian,-,"Spicy, Tangy",-
Pheki Mathri Recipe - Crispy Fried Savoury Fritters,"North Indian, Indian",Snack,Vegetarian,Deep-fried savory fritters made with refined flour,Spicy,Vegetarian,Gluten,"Spicy, Crispy",Gluten Allergy
Red Capsicum Chutney Recipe - Red Bell Pepper Chutney,"South Indian, Indian",Condiment,Vegetarian,"Chutney made with red bell peppers, garlic, and spices",Spicy,Vegetarian,-,"Spicy, Tangy",-
Kabuli Chana & Moongphali Salad Recipe,Multicultural,Salad,"Vegetarian, High in Protein","Salad with chickpeas, peanuts, and assorted vegetables",-,Vegetarian,Peanuts,"Fresh, Protein-rich",Peanut Allergy
Mushroom Masala With Corn Recipe,Multicultural,Main Course,Vegetarian,Mushroom curry with corn and aromatic spices,Spicy,Vegetarian,-,"Spicy, Flavorful",-
Poha Stars Recipe (Poha Potato Fritters Flavoured With Kasuri Methi),Multicultural,Snack,Vegetarian,Star-shaped fritters made with flattened rice and potatoes flavored with kasuri methi,Spicy,Vegetarian,-,"Spicy, Crispy",-
Apple And Pomegranate Smoothie Recipe,Multicultural,Beverage,Vegan,"Smoothie made with apple, pomegranate, and other fruits",-,Vegan,-,"Fruity, Refreshing",-
Lahsuni Palak Dal Recipe (Spinach & Lentil Curry with Garlic),"North Indian, Indian",Main Course,Vegetarian,Lentil curry with spinach and garlic,Spicy,Vegetarian,-,"Spicy, Garlicky",-
Healthy Oats And Nuts Energy Bar Recipe,Multicultural,Snack,"Vegetarian, Healthy","Homemade energy bars with oats, nuts, and seeds",-,Vegetarian,"Nuts, Seeds","Nutty, Healthy",Nut Allergy
Lauki and Whole Green Moong Dal Cheela Recipe,"North Indian, Indian",Breakfast,"Vegetarian, Healthy",Crepes made with bottle gourd and whole green moong dal,-,Vegetarian,-,"Healthy, Savory",-
Spinach Coconut Zucchini Soup Recipe,Multicultural,Soup,"Vegan, Vegetarian","Soup with spinach, coconut milk, and zucchini",-,Vegan,-,"Comforting, Coconutty",-
Whole Wheat Sun Dried Tomato Focaccia Bread,Healthy Homemade Bread Recipe,Bread,Vegan,Focaccia bread with sun-dried tomatoes and whole wheat flour,-,Vegan,-,"Savory, Baked",-
Cheese Tarts Recipe,Multicultural,Snack,Vegetarian,Tarts with a cheesy filling and a crispy crust,-,Vegetarian,Dairy,"Cheesy, Crispy",Dairy Allergy
Spinach Oats Vada Recipe,"South Indian, Indian",Snack,"Vegetarian, Healthy",Fritters made with spinach and oats,-,Vegetarian,-,"Healthy, Spicy",-
Rajasthani Papad Ki Sabzi Recipe,"Rajasthani, Indian",Main Course,Vegetarian,Curry made with papads and spices,Spicy,Vegetarian,Gluten,"Spicy, Tangy",Gluten Allergy
Kandarappam Recipe (Chettinad Sweet Appam),"Chettinad, Indian",Dessert,Vegetarian,"Sweet appam made with jaggery, rice flour, and coconut",-,Vegetarian,-,"Sweet, Traditional",-
Spinach & Broad Bean Shakshuka Recipe,Multicultural,Main Course,Vegetarian,Poached eggs in a spicy tomato and spinach sauce,Spicy,Vegetarian,Eggs,"Spicy, Protein-rich",-
Raw Mango Prawns Curry Recipe,"Goan, Indian",Main Course,"Non-Veg, High in Protein",Prawn curry with raw mango and Goan spices,Spicy,Non-Veg,Shellfish,"Spicy, Tangy",Shellfish Allergy
Corn And Drumstick Leaves Salad Recipe,"South Indian, Indian",Salad,"Vegan, Vegetarian","Salad with corn, drumstick leaves, and assorted veggies",-,Vegan,-,"Fresh, Crunchy",-
Slow Cooker Mexican Chicken Stew Recipe,Mexican,Main Course,"Non-Veg, High in Protein",Chicken stew with Mexican flavors cooked in a slow cooker,Spicy,Non-Veg,-,"Spicy, Flavorful",-
Dairy Free Balsamic Strawberry Ice-cream Recipe,Multicultural,Dessert,"Vegan, Vegetarian, Dairy-Free",Strawberry ice cream made without dairy,-,Vegan,-,"Fruity, Refreshing",Dairy Allergy
Herb Mushroom Bruschetta Recipe,Italian,Snack,Vegetarian,"Bruschetta with mushrooms, herbs, and garlic",-,Vegetarian,-,"Flavorful, Garlicky",-
Maharashtrian Style Surnachi Koshimbir Recipe-Yam Salad,"Maharashtrian, Indian",Salad,Vegetarian,"Salad made with yam, coconut, and Maharashtrian spices",Spicy,Vegetarian,Coconut,"Spicy, Coconutty",-
Orange Rasam Recipe,"South Indian, Indian",Soup,"Vegan, Vegetarian","Rasam with a citrusy twist, made with orange juice",Spicy,Vegan,-,"Spicy, Tangy",-
Jodhpuri Kabuli Recipe,"Rajasthani, Indian",Main Course,Vegetarian,Chickpeas cooked in Jodhpuri style with spices,Spicy,Vegetarian,-,"Spicy, Flavorful",-
